Id;Nombre;"Tipo de sede";Provincia;Localidad;Dirección;Web;"Cantidad salones";"Cantidad pabellones";"Metros cuadrados cubiertos";"Metros cuadrados descubiertos";"Capacidad maxima auditorio";"Capacidad maxima escuela";"Capacidad maxima recepcion";"Capacidad maxima banquete";"Sede registrada oficialmente";"Fecha de baja";Latlon;"Recurso sostenibilidad agua";"Recurso sostenibilidad energia";"Recurso sostenibilidad residuos";"¿Cuál otra?";"Certificacion ambiental";¿Cuál?;"¿Cuál otra?";"Responsabilidad social";"Condicion accesibilidad universal";"¿Cuál otra?";"Condicion accesibilidad sensorial";"¿Cuál otra?";"Personal conocimiento lengua senias"
8738;"Plaza José Hernández";"Aire libre";Mendoza;"SAN CARLOS";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8739;"Boulevard Pedro Molina";"Aire libre";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8740;"Parque UNIMEV";"Aire libre";Mendoza;GUAYMALLEN;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8742;"Municipalidad de Godoy Cruz";Auditorio/Sala;Mendoza;"GODOY CRUZ";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8743;"BEERLIN BAR & FOOD";"Bodega/Restaurante/Club Nocturno";Mendoza;MENDOZA;"Avenida Arístides Villanueva 129";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8745;"Casa de San Martín";Museo;Mendoza;MENDOZA;"Corrientes 343";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8747;"Paso Las Damas";"Aire libre";Mendoza;"LUJAN DE CUYO";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8761;"Plaza Juan Bautista Alberdi";"Aire libre";Mendoza;JUNIN;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8764;"La Finquita 1920";"Bodega/Restaurante/Club Nocturno";Mendoza;MAIPU;"Manuel cruz videla 450";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8765;"Auditorio Marciano Cantero";Auditorio/Sala;Mendoza;MAIPU;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8795;"Peatonal Sarmiento";"Aire libre";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8803;"Parque O´Higgins";"Aire libre";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8804;"Prado Gaucho";"Aire libre";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8824;"Plaza Chile";"Aire libre";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8828;"Escuela 4-089 José Manuel Estrada de San Martín";"Universidad/Centro de Estudio";Mendoza;"CIUDAD DE SAN MARTIN";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8829;"Plaza Departamental Carlos María de Alvear";"Aire libre";Mendoza;"CIUDAD DE GENERAL ALVEAR";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8830;"Parque Deportivo de Montaña";"Aire libre";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8831;"CIVIT HOUSE";"Salón/Casa de Eventos";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8832;"Plaza 9 de julio";"Aire libre";Mendoza;"LA PAZ";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8833;"Parque Nativo";"Aire libre";Mendoza;"VILLA TULUMAYA";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8912;"Anfiteatro Este de la Facultad de Ingeniería";Auditorio/Sala;Mendoza;MENDOZA;"Centro Universitario";https://ingenieria.uncuyo.edu.ar/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8913;"Parque de la Niñez";"Aire libre";Mendoza;"LAS HERAS";"Las Heras, Mendoza";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8914;"Parque del Acceso Este";"Aire libre";Mendoza;GUAYMALLEN;"Lateral Sur del Acceso Este, M5519 Guaymallén, Mendoza";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8918;"Centro de Jubilados Eterna Juventud";Otro;Mendoza;"GODOY CRUZ";"Domingo Rigol N*27  Pila";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8922;"Finca Agostino";"Bodega/Restaurante/Club Nocturno";Mendoza;MAIPU;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8929;"Lamadrid Estate Wines";"Bodega/Restaurante/Club Nocturno";Mendoza;"LUJAN DE CUYO";"Roque Sáenz Peña 8450";https://www.lamadridwines.com/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8931;"Plaza Dr. E. Matons";"Aire libre";Mendoza;TUPUNGATO;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8932;"Centro Social y Deportivo Villa Hipódromo";"Club/Centro Deportivo";Mendoza;"GODOY CRUZ";"Paso de los Andes 1508";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8951;"RP60, M5585 Junín, Mendoza";"Bodega/Restaurante/Club Nocturno";Mendoza;JUNIN;"RP60, M5585 Junín, Mendoza";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8952;"Bodega Aleph Wine Co";"Bodega/Restaurante/Club Nocturno";Mendoza;JUNIN;"RP60, M5585 Junín, Mendoza";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8960;"Asociación Amateur Mendocina de Hockey Sobre Césped";"Club/Centro Deportivo";Mendoza;"GODOY CRUZ";"Almte. Brown 399";https://mdzhockey.com.ar/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
8966;"Complejo Costa Azul";"Aire libre";Mendoza;JUNIN;"Junin, Mendoza";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
9003;"Estación Experimental Agropecuaria";Otro;Mendoza;"LUJAN DE CUYO";"San Martin 3853 Estación Experimental Agropecuaria Mendoza AER, M5534 Luján de Cuyo, Mendoza";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
9008;"Nave UNCUYO";"Centro Cultural";Mendoza;MENDOZA;"250 Juan Agustín Maza Av. España 2102 Ciudad de Mendoza, Mendoza M5500";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
9022;"Planetario Malargüe";"Centro Cultural";Mendoza;MALARGUE;"Gral. Villegas Oeste, Malargüe, Mendoza";https://planetario.malargue.gov.ar/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
9024;"Auditorio Legislatura de Mendoza";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
9037;"Quinta Doña Elvira";"Aire libre";Mendoza;"RODEO DE LA CRUZ";"callejón Famatina 1783 rodeo de la cruz 5525, Mendoza";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
9042;FADIUNC;Otro;Mendoza;MENDOZA;"M5502IUA, Lamadrid 725, M5502IUA Mendoza";https://www.fadiunc.org.ar/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
9073;"AMProS Finca";Otro;Mendoza;"CRUZ DE PIEDRA";"Videla Aranda 2080, Cruz de Piedra, Maipú";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
9116;"Colegio San Rafael Hnos Maristas";"Universidad/Centro de Estudio";Mendoza;"SAN RAFAEL";"Nicolás Avellaneda 351";http://www.maristasanrafael.com/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
9117;"Colegio de Abogados San Rafael";Otro;Mendoza;"SAN RAFAEL";"Emilio Civit 257";https://colejus.com.ar/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
9123;"Escuela Nº 4-057 Margarita Asunción Cinca de Geary -";"Universidad/Centro de Estudio";Mendoza;"SAN RAFAEL";"Calle Falucho 1725";https://dti.mendoza.edu.ar/gem/ingreso/publico/escuela/1045/2;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
9124;"Universidad de Congreso";"Universidad/Centro de Estudio";Mendoza;"SAN RAFAEL";"Comandante Salas 339";https://www.ucongreso.edu.ar/san-rafael-i-jornada-de-investigacion-en-psicologia/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
9129;"circulo medico";"Hospital/Centro Médico";Mendoza;"SAN RAFAEL";"godoy cruz 361";https://ospip.org.ar/acadp_listings/circulo-medico-san-rafael/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
