Id;Nombre;"Tipo de sede";Provincia;Localidad;Dirección;Web;"Cantidad salones";"Cantidad pabellones";"Metros cuadrados cubiertos";"Metros cuadrados descubiertos";"Capacidad maxima auditorio";"Capacidad maxima escuela";"Capacidad maxima recepcion";"Capacidad maxima banquete";"Sede registrada oficialmente";"Fecha de baja";Latlon;"Recurso sostenibilidad agua";"Recurso sostenibilidad energia";"Recurso sostenibilidad residuos";"¿Cuál otra?";"Certificacion ambiental";¿Cuál?;"¿Cuál otra?";"Responsabilidad social";"Condicion accesibilidad universal";"¿Cuál otra?";"Condicion accesibilidad sensorial";"¿Cuál otra?";"Personal conocimiento lengua senias"
3809;"Centro Tecnológico de Desarrollo Regional (CTDR)";"Universidad/Centro de Estudio";Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3810;"Colegio del Carmen san Rafael";"Universidad/Centro de Estudio";Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3811;"Consejo Deliberante del municipo de San Rafael";Auditorio/Sala;Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3812;"Escuela Normal Mixta";"Universidad/Centro de Estudio";Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3813;"Fabio Tarántola";"Universidad/Centro de Estudio";Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3814;"Fundación San Rafael de Corazón";Auditorio/Sala;Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3815;"Hotel & Resort Valle Grande";Hotel;Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3816;"Hotel Tower Mendoza ";Hotel;Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3817;"Instituto de Educación Superior (IES) 9-012";"Universidad/Centro de Estudio";Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3818;"Lago El Nihuil ";"Aire libre";Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3819;"Los Reyunos";Hotel;Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3820;Multiespacio;Auditorio/Sala;Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3821;"Museo de Historia Natural de San Rafael";Museo;Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3822;"Parque Hipólito Yrigoyen";"Aire libre";Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3823;"Universidad de Mendoza (UM)";"Universidad/Centro de Estudio";Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3824;"Universidad Nacional de Cuyo (UNCUYO)";"Universidad/Centro de Estudio";Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3825;"Universidad Nacional de Cuyo (UNCUYO) - Facultad de Ciencias Aplicadas a la Industria";"Universidad/Centro de Estudio";Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
3826;"Universidad Tecnológica Nacional (UTN) - Facultad Regional San Rafael";"Universidad/Centro de Estudio";Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4045;"Club Eliseo Ortiz";"Club/Centro Deportivo";Mendoza;"SANTA ROSA";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4046;"Instituto de Educación Superior (IES) 9-028 Profesor Estela Suana Quiroga";"Universidad/Centro de Estudio";Mendoza;"SANTA ROSA";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4047;"Salón municipal Villa Cabecera";Auditorio/Sala;Mendoza;"SANTA ROSA";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4238;"Aire libre";"Aire libre";Mendoza;TUNUYAN;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4239;"Albergue Municipal de Tunuyán";Auditorio/Sala;Mendoza;TUNUYAN;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4240;"Bodega Salentein";"Bodega/Restaurante/Club Nocturno";Mendoza;TUNUYAN;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4241;"Centro de Congresos y Exposiciones Carlos Alonso de Tunuyán";"Centro de Convenciones";Mendoza;TUNUYAN;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4242;"Federación de Entidades no Gubernamentales de Niñez y Adolescencia (FEDEM)";Auditorio/Sala;Mendoza;TUNUYAN;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4243;"Hospital Regional Antonio J. Scaravelli";"Hospital/Centro Médico";Mendoza;TUNUYAN;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4244;"Hotel Fuente Mayor";Hotel;Mendoza;TUNUYAN;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4245;"Instituto de Educación Superior (IES) 9-010 Rosario Vera Peñaloza";"Universidad/Centro de Estudio";Mendoza;TUNUYAN;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4246;"Partido Justicialista";Auditorio/Sala;Mendoza;TUNUYAN;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4247;"Plaza departamental Tunuyán";"Aire libre";Mendoza;TUNUYAN;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4248;"Polideportivo Municipal";"Club/Centro Deportivo";Mendoza;TUNUYAN;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4249;"Tiro Club Sportivo Tunuyán";"Club/Centro Deportivo";Mendoza;TUNUYAN;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4250;"Bodega Atamisque";"Bodega/Restaurante/Club Nocturno";Mendoza;TUPUNGATO;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4251;"Centro Regional Universitario Tupungato";"Universidad/Centro de Estudio";Mendoza;TUPUNGATO;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4252;"Colegio Santísimo Rosario";"Universidad/Centro de Estudio";Mendoza;TUPUNGATO;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4253;"Hotel de Turismo de Tupungato";Hotel;Mendoza;TUPUNGATO;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4254;"REPETIDO USAR EL OTRO Instituto de Educación Superior (IES)";"Universidad/Centro de Estudio";Mendoza;TUPUNGATO;;;;;;;;;;;;2019-11-15;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4255;"Instituto de Educación Superior (IES) 9-009";"Universidad/Centro de Estudio";Mendoza;TUPUNGATO;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4470;"Casa de la Historia y la Cultura Juanita Vera";"Centro Cultural";Mendoza;"VILLA TULUMAYA";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4471;"Centro de Educación e Investigación Lavalle";"Universidad/Centro de Estudio";Mendoza;"VILLA TULUMAYA";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4472;"REPETIDO. USAR EL OTRO. Instituto de Educación Superior (IES)";"Universidad/Centro de Estudio";Mendoza;"VILLA TULUMAYA";;;;;;;;;;;;2019-11-15;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4473;"Instituto de Educación Superior (IES) 2-019 Dr. Domingo Sicoli";"Universidad/Centro de Estudio";Mendoza;"VILLA TULUMAYA";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4474;"Instituto de Educación Superior (IES) 9-024 Lavalle";"Universidad/Centro de Estudio";Mendoza;"VILLA TULUMAYA";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4475;"Municipalidad de Lavalle";Auditorio/Sala;Mendoza;"VILLA TULUMAYA";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4476;"Polideportivo Municipal";"Club/Centro Deportivo";Mendoza;"VILLA TULUMAYA";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4507;"Bodega La Rural";"Bodega/Restaurante/Club Nocturno";Mendoza;COQUIMBITO;"Monte Caseros 2625, 5522 Coquimbito, Mendoza";http://bodegalarural.com.ar/home/;;;;;;;;;;2019-11-15;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4508;"Bodega La Rural";"Bodega/Restaurante/Club Nocturno";Mendoza;MENDOZA;"Monte Caseros 2625, 5522 Coquimbito, Mendoza";http://bodegalarural.com.ar/home/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4509;"Dr. Adolfo Calle de Diario Los Andes";"Hospital/Centro Médico";Mendoza;MENDOZA;"Adolfo Calle 450, 5519 Dorrego, Mendoza";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4511;"MUSEO NACIONAL DEL VINO Y LA VENDIMIA";Museo;Mendoza;MAIPU;"Ozamis 914, 5515 Maipú, Mendoza";;;;;;;;;;;2019-11-15;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4512;"MUSEO NACIONAL DEL VINO Y LA VENDIMIA";Museo;Mendoza;MENDOZA;"Ozamis 914, 5515 Maipú, Mendoza";;;;;;;;;;;2022-12-25;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4515;"hotel hyatt mendoza";Hotel;Mendoza;MENDOZA;"Chile 1124, 5500 Mendoza";https://mendoza.park.hyatt.com/en/hotel/home.html;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4524;"Hotel Intercontinental Mendoza";Hotel;Mendoza;MENDOZA;;;;;;;;;;;;2019-11-15;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4759;"UNIVERSIDAD MAZA";"Universidad/Centro de Estudio";Mendoza;"LAS CAÑAS";"Lateral Sur del Acceso Este 2245, 5519, Mendoza";www.umaza.edu.ar/;;;;;;;;;;2019-11-15;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4780;"bodega chakana";"Bodega/Restaurante/Club Nocturno";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4820;"INTA Tunuyán";Auditorio/Sala;Mendoza;TUNUYAN;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4821;"Municipalidad de Tupungato";"Aire libre";Mendoza;TUPUNGATO;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4822;Potrerillos;"Aire libre";Mendoza;POTRERILLOS;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4823;Villavicencio;"Aire libre";Mendoza;VILLAVICENCIO;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4889;"UTN FACULTAD REGIONA  DE SAN RAFAEL";"Universidad/Centro de Estudio";Mendoza;"ARISTIDES VILLANUEVA";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4967;"Parque Aconcagua";"Aire libre";Mendoza;"PUENTE DEL INCA";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4968;"Reserva Villavicencio";"Aire libre";Mendoza;VILLAVICENCIO;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
4969;"Facultad de Ciencias Agrarias";"Universidad/Centro de Estudio";Mendoza;"LUJAN DE CUYO";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5246;INDIGO;Otro;Mendoza;MENDOZA;"San Lorenzo 490, Mendoza";https://www.google.com.ar/maps/place/INDIGO+-+Almac%C3%A9n+de+Productos+Org%C3%A1nicos+y+Centro+de+Yoga/@-32.8927532,-68.8487021,17z/data=!3m1!4b1!4m5!3m4!1s0x967e091aad21d39f:0x2b7786184b15fe15!8m2!3d-32.8927532!4d-68.8465134?hl=es;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5248;"Instituto San Pedro Nolasco";Auditorio/Sala;Mendoza;MENDOZA;"Federico Moreno 1751, 5500 Mendoza";http://ispn.edu.ar/sitio/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5275;"Estudio de Danza Contemporánea";Auditorio/Sala;Mendoza;MENDOZA;"Uruguay 722, Mendoza";"https://www.google.com.ar/search?q=Estudio%20de%20Danza%20Contempor%C3%A1nea&oq=Estudio+de+Danza+Contempor%C3%A1nea&aqs=chrome..69i57j0.792j0j4&sourceid=chrome&ie=UTF-8&npsic=0&rflfq=1&rlha=0&rllag=-32897420,-68859672,1651&tbm=lcl&rldimm=11795664478120905611&ved=2ahUKEwi92Z7hr4HdAhVCIJAKHSo6DHIQvS4wAHoECAQQIQ&rldoc=1&tbs=lrf:!2m1!1e2!2m1!1e3!3sIAE,lf:1,lf_ui:2#rlfi=hd:;si:11795664478120905611;mv:!1m3!1d36144.8609940557!2d-68.85326!3d-32.91585605!2m3!1f0!2f0!3f0!3m2!1i45!2i259!4f13.1;tbs:lrf:!2m1!1e2!2m1!1e3!3sIAE,lf:1,lf_ui:2";;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5278;"Nave Universitaria";Auditorio/Sala;Mendoza;MENDOZA;"Maza 250, Ciudad de Mendoza";http://www.uncuyo.edu.ar/extension/nave-universitaria;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5285;"CENTRO DE MEDIACION DE LA MUNICIPALIDAD DE GODOY CRUZ";"Centro de Convenciones";Mendoza;MENDOZA;"Perito Moreno y Rivadavia de Godoy Cruz";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5370;"Hotel Mendoza";Hotel;Mendoza;MENDOZA;"Avenida España 1210";http://www.hotelmendoza.com/;;;;;;;;;;;"-32.887880, -68.841684";;;;;Desconocido;;;Desconocido;;;;;Desconocido
5374;"Parque Benegas";"Aire libre";Mendoza;"GOBERNADOR BENEGAS";"Av. San Martín Sur 2375";https://www.godoycruz.gob.ar/;;;;;;;;;;;-32.951849,-68.8554337;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5382;"Dakar Hotel & Spa";Hotel;Mendoza;MENDOZA;"Federico Moreno 1570";http://www.dakarhotel.com.ar;;;;;;;;;;;-32.8849523,-68.832122;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5383;"Salón Cultural Bernardino Rivadavia";"Centro Cultural";Mendoza;MENDOZA;"José Vicente Zapata 349";https://es-la.facebook.com/pages/category/Art-Gallery/Sal%C3%B3n-Cultural-Seguros-Rivadavia-Mendoza-456531644429954/;;;;;;;;;;;-32.8964135,-68.8351083;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5385;CAFETEARTE;Otro;Mendoza;MENDOZA;"Roque Sáenz Peña 320";https://www.eventbrite.com.ar/e/como-empezar-a-invertir-en-acciones-y-bonos-tickets-49561030376?aff=es2#;;;;;;;;;;;-32.8814427,-68.8546456;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5388;"Alianza Francesa";"Centro Cultural";Mendoza;MENDOZA;"Chile 1754";http://www.afmendoza.org;;;;;;;;;;;-32.8822322,-68.8438823;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5416;"Salón de Actos de la Suprema Corte de Justicia";Auditorio/Sala;Mendoza;MENDOZA;"Avenida España 480 Ciudad de Mendoza.";http://www.jus.mendoza.gov.ar/inicio;;;;;;;;;;;-32.897044,-68.8459126;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5431;"Fundación Rural";Auditorio/Sala;Mendoza;MENDOZA;"Av. Godoy Cruz 127";http://www.fundacionrural.org.ar/;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5434;"Museo Nacional del Vino y de la Vendimia";Museo;Mendoza;MAIPU;"Ozamis 914";;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5437;"Polideportivo Deportistas Alvearenses";"Club/Centro Deportivo";Mendoza;"CIUDAD DE GENERAL ALVEAR";"M5620 Gral. Alvear, Mendoza";-34.9796877,-67.7099406;;;;;;;;;;;-34.9796877,-67.7099406;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5445;"Punto Malbec";Auditorio/Sala;Mendoza;MENDOZA;"San Martín y Mariano Moreno";lujandecuyo.gob.ar;;;;;;;;;;;-33.0365049,-68.8792862;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5446;"Centro Cultural la Colombina";"Centro Cultural";Mendoza;MENDOZA;"Balcarce 220";https://es-la.facebook.com/teatrolacolombina/;;;;;;;;;;;-32.9226513,-68.84435;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5463;"Estadio cubierto La Colonia";"Club/Centro Deportivo";Mendoza;JUNIN;"Calles Neuquén y Colonia, La Colonia";;;;;;;;;;;;-33.0934619,-68.477924;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5464;"Espacio Fotografico Maximo Arias";"Centro Cultural";Mendoza;MENDOZA;"Calle Jorge Contreras,1250 Parque General San Martin";;;;;;;;;;;;-32.8842014,-68.8667283;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5466;"BODEGA MARQUÉS DE MONTECRISTO";"Salón/Casa de Eventos";Mendoza;"CRUZ DE PIEDRA";"Ruta 60 y Laprida";;;;;;;;;;;;-33.0191715,-68.7923309;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5474;"Bodega Dante Robino";Otro;Mendoza;PERDRIEL;"Quintana 375 (M5509), Perdriel, Luján de Cuyo";http://www.bodegadanterobino.com;;;;;;;;;;;-33.0554435,-68.8782787;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5476;"Bodega del 900";"Salón/Casa de Eventos";Mendoza;MENDOZA;"25 de Mayo 4995, M5521";http://www.labodegadel900.com.ar/;;;;;;;;;;;-32.9088723,-68.784890;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5482;"Bodega Centenario";"Bodega/Restaurante/Club Nocturno";Mendoza;MENDOZA;"Pedro Vargas 2311";https://www.bodegacentenario.com.ar;;;;;;;;;;;-32.8712192,-68.861311;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5497;"FAD UNCUYO";"Universidad/Centro de Estudio";Mendoza;MENDOZA;"Centro Universitario M5502JMA";http://fad.uncuyo.edu.ar/;;;;;;;;;;;-32.8808087,-68.8795871;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5514;"DAMSU UNCUYO";"Hospital/Centro Médico";Mendoza;MENDOZA;"CENTRO UNIVERSITARIO";www.damsu.uncuyo.edu.ar;;;;;;;;;;;-32.8809541,-68.8756429;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5523;"Centro Integrador Universitario";"Hospital/Centro Médico";Mendoza;"SAN RAFAEL";"Gral. Paz 1045";https://es-la.facebook.com/pages/category/Community-Organization/Centro-Integrador-Universitario-CIU-150903828917682/;;;;;;;;;;;-34.6035402,-68.3271324;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5524;"Escuela Nº 4-017 “Bernardino Izuel”";"Universidad/Centro de Estudio";Mendoza;"VILLA ATUEL";"San Martín y 25 de Mayo";http://bizuel.educatecno.com.ar/;;;;;;;;;;;-34.8312376,-67.9248278;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5529;"Terminal de Omnibus de Malargüe";"Predio Ferial";Mendoza;MALARGUE;;;;;;;;;;;;;-35.4740641,-69.589004;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5539;"Concejo Deliberante HCD - San Carlos";Auditorio/Sala;Mendoza;"SAN CARLOS";"Bernardo Quiroga y Ruta Nacional N° 40 (planta alta terminal)";;;;;;;;;;;;-33.7782105,-69.0606626;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5540;"IFDyT Nº 9-006 Profesor Francisco Humberto Tolosa";"Universidad/Centro de Estudio";Mendoza;RIVADAVIA;;;;;;;;;;;;;-33.1918437,-68.4711493;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5622;"Village Cines";Teatro/Cine;Mendoza;MENDOZA;"Avenida Acceso Este 3280 Mendoza Plaza Shopping";;;;;;;;;;;;-32.9082,-68.8562196;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5623;"Gran Hotel Uspallata";Hotel;Mendoza;USPALLATA;"RN7 Km 1149";www.granhoteluspallata.com.ar;;;;;;;;;;;-32.5878692,-69.3557578;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5630;"Polideportivo Municipal Hipólito Yrigoyen";"Club/Centro Deportivo";Mendoza;MENDOZA;Valcanera;;;;;;;;;;;;-33.0288575,-68.8851195;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5636;"Anexo del Museo Municipal de Arte Moderno de Mendoza (MMAMM)";Auditorio/Sala;Mendoza;MENDOZA;"Parque Central";https://www.ciudaddemendoza.gov.ar/gobierno/areas-municipales/secretaria-planificacion-infraestructura-y-ambiente/plan-de-renovacion-urbana/espacios-culturales/sala-satelite-mmamm/;;;;;;;;;;;-32.873588,-68.8402487;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5654;"Polo TIC";Auditorio/Sala;Mendoza;MENDOZA;"Rafael Cubillos 2100-2198, Godoy Cruz";;;;;;;;;;;;-32.9395372,-68.8204511;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5739;"Instituto Nacional del Agua";Auditorio/Sala;Mendoza;MENDOZA;"Av. Belgrano 210, Mendoza";http://ina.gob.ar/;;;;;;;;;;;-32.8982581,-68.8524896;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5746;"Campus Olegario";Auditorio/Sala;Mendoza;MENDOZA;"Olegario Andrade 315, Ciudad de Mendoza";http://www.campusolegario.org/;;;;;;;;;;;-32.9015705,-68.856195;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5767;"Club de Emprendedores Mendoza";Auditorio/Sala;Mendoza;MENDOZA;"Av. Perú y Av. Las Heras";https://ciudaddemendoza.gov.ar/;;;;;;;;;;;-32.884193,-68.848315;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5770;"Colegio de Arquitectos de Mendoza";Auditorio/Sala;Mendoza;MENDOZA;"Avenida Bartolomé Mitre  617";http://camza.org.ar/;;;;;;;;;;;-32.8949424,-68.8457796;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5771;"Colegio de Arquitectos de Mendoza Regional Este";Auditorio/Sala;Mendoza;"CIUDAD DE SAN MARTIN";"Las Heras 603, M5570 San Martín";http://camza.org.ar;;;;;;;;;;;-33.090297,-68.4746077;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5773;"Teatro Las Sillas";Auditorio/Sala;Mendoza;MENDOZA;"Olegario Andrade 510 - 2do piso";https://www.facebook.com/TeatroLasSillas;;;;;;;;;;;-32.9016481,-68.8587693;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5775;"Antena Polar";Auditorio/Sala;Mendoza;MENDOZA;"Roque Sáenz Peña 493";https://antenapolar.com/;;;;;;;;;;;-32.8808831,-68.855268;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5942;"Escuela técinica de Pareditas";"Universidad/Centro de Estudio";Mendoza;PAREDITAS;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
5995;"Sociedad Rural del Valle de Uco";Auditorio/Sala;Mendoza;"EUGENIO BUSTOS";"Ejercito de los Andes y Ruta 40 / Eugenio Bustos, San Carlos, Mendoza";http://www.sociedadruralvdu.com.ar;;;;;;;;;;;-33.7654398,-69.0596509;;;;;Desconocido;;;Desconocido;;;;;Desconocido
6172;"Hotel Vecchia Terra";Hotel;Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
6183;"Bodega Sutter";"Bodega/Restaurante/Club Nocturno";Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
6444;"DIRECCION DE TURISMO SAN RAFAEL";"Centro Cultural";Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
6662;"Centro de Formación Laboral Sarmiento";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
6707;"Cámara de Comercio San Rafael";"Salón/Casa de Eventos";Mendoza;"SAN RAFAEL";"AVENIDA LIBERTADOR 78";;3;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
6818;"Bodega Trapiche";Auditorio/Sala;Mendoza;MAIPU;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
6819;"Municipalidad de Mendoza";"Centro Cultural";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
6820;"Club Unión Deportiva San José";"Club/Centro Deportivo";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
6821;"Parque Tecnológico de Godoy Cruz";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
6822;"SOCIEDAD ESPAÑOLA DE LUJAN";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
6823;"Universidad de Mendoza San Rafael";"Universidad/Centro de Estudio";Mendoza;"SAN RAFAEL";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
6825;"UTN Mendoza";"Universidad/Centro de Estudio";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
6839;"Auditorio Alameda";Auditorio/Sala;Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
6840;"Hospital Lagomaggiore";"Hospital/Centro Médico";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
6841;"Bodega Andeluna";"Bodega/Restaurante/Club Nocturno";Mendoza;TUPUNGATO;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
6842;"Bodega Caro";"Bodega/Restaurante/Club Nocturno";Mendoza;"LUJAN DE CUYO";;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
6843;"Centro Cultural Armando Tejada Gómez";"Centro Cultural";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
6844;"Club de Emprendedores de Godoy Cruz";"Club/Centro Deportivo";Mendoza;MENDOZA;;;;;;;;;;;;;;;;;;Desconocido;;;Desconocido;;;;;Desconocido
